application_id,race,work_exp,work_industry
4577,White,6.0,Technology
4578,Asian,5.0,Nonprofit/Gov
4579,White,6.0,Technology
4580,Hispanic,5.0,PE/VC
4581,Asian,7.0,PE/VC
4582,White,6.0,Nonprofit/Gov
4583,,6.0,Consulting
4584,White,3.0,Consulting
4585,White,6.0,PE/VC
4586,Hispanic,6.0,Nonprofit/Gov
4587,Black,6.0,PE/VC
4588,,4.0,Consulting
4589,,5.0,Consulting
4590,,7.0,Nonprofit/Gov
4591,Black,5.0,Consulting
4592,White,5.0,Financial Services
4593,Asian,6.0,Investment Banking
4594,Hispanic,5.0,Health Care
4595,Asian,5.0,PE/VC
4596,,7.0,Nonprofit/Gov
4597,,4.0,Other
4598,,4.0,Investment Banking
4599,Black,4.0,PE/VC
4600,Asian,6.0,Nonprofit/Gov
4601,Black,4.0,CPG
4602,Black,6.0,Consulting
4603,Black,6.0,Investment Management
4604,White,4.0,Technology
4605,Black,3.0,Consulting
4606,Black,6.0,Nonprofit/Gov
4607,,5.0,Consulting
4608,White,5.0,Consulting
4609,White,6.0,PE/VC
4610,Black,5.0,Nonprofit/Gov
4611,Asian,4.0,Consulting
4612,Hispanic,5.0,Nonprofit/Gov
4613,,6.0,Consulting
4614,,6.0,Real Estate
4615,Hispanic,6.0,Technology
4616,Hispanic,6.0,Health Care
4617,White,4.0,Financial Services
4618,White,6.0,PE/VC
4619,Other,4.0,Real Estate
4620,Asian,6.0,Real Estate
4621,White,4.0,Consulting
4622,,4.0,Technology
4623,Asian,5.0,PE/VC
4624,Black,5.0,Nonprofit/Gov
4625,,5.0,Other
4626,Black,5.0,Other
4627,Asian,5.0,Energy
4628,,6.0,PE/VC
4629,White,4.0,Technology
4630,Black,4.0,PE/VC
4631,Asian,7.0,Nonprofit/Gov
4632,,5.0,Consulting
4633,White,4.0,Nonprofit/Gov
4634,Asian,4.0,PE/VC
4635,Asian,5.0,Financial Services
4636,,7.0,Consulting
4637,Asian,4.0,Other
4638,Other,5.0,Consulting
4639,White,6.0,Consulting
4640,Hispanic,7.0,PE/VC
4641,White,4.0,Technology
4642,Asian,5.0,PE/VC
4643,White,4.0,Consulting
4644,,7.0,Health Care
4645,Asian,5.0,Other
4646,,6.0,PE/VC
4647,,7.0,Financial Services
4648,Black,6.0,Other
4649,Black,4.0,Consulting
4650,,5.0,Consulting
4651,Asian,4.0,PE/VC
4652,,3.0,Nonprofit/Gov
4653,Asian,6.0,Nonprofit/Gov
4654,,5.0,Other
4655,Asian,7.0,Consulting
4656,White,4.0,Consulting
4657,Hispanic,5.0,Health Care
4658,White,5.0,Nonprofit/Gov
4659,Asian,6.0,PE/VC
4660,Other,4.0,Nonprofit/Gov
4661,Asian,5.0,Consulting
4662,White,6.0,Technology
4663,Hispanic,3.0,Consulting
4664,Black,6.0,Investment Management
4665,Other,6.0,PE/VC
4666,,6.0,Consulting
4667,,4.0,Nonprofit/Gov
4668,Asian,4.0,Financial Services
4669,Asian,5.0,Technology
4670,Asian,3.0,Other
4671,Hispanic,6.0,Financial Services
4672,White,6.0,Consulting
4673,Hispanic,7.0,Technology
4674,Asian,4.0,PE/VC
4675,White,3.0,Consulting
4676,White,5.0,Other
4677,Black,7.0,Health Care
4678,,5.0,Other
4679,,6.0,Nonprofit/Gov
4680,Asian,5.0,Investment Banking
4681,,5.0,Technology
4682,,3.0,PE/VC
4683,,4.0,Technology
4684,Black,5.0,Financial Services
4685,,5.0,Consulting
4686,,4.0,Financial Services
4687,Other,5.0,Consulting
4688,White,5.0,Consulting
4689,Black,6.0,PE/VC
4690,Asian,6.0,PE/VC
4691,Black,6.0,Nonprofit/Gov
4692,,6.0,Health Care
4693,White,7.0,Consulting
4694,,4.0,PE/VC
4695,Black,5.0,Nonprofit/Gov
4696,Black,5.0,Consulting
4697,Hispanic,6.0,Technology
4698,White,5.0,Consulting
4699,,5.0,Other
4700,,5.0,Retail
4701,White,5.0,Consulting
4702,,4.0,Nonprofit/Gov
4703,Black,6.0,Consulting
4704,Hispanic,5.0,Financial Services
4705,White,4.0,Financial Services
4706,Hispanic,6.0,Technology
4707,,6.0,Nonprofit/Gov
4708,Black,6.0,PE/VC
4709,Black,5.0,PE/VC
4710,White,5.0,Technology
4711,Asian,4.0,Nonprofit/Gov
4712,Black,6.0,Consulting
4713,,5.0,Technology
4714,White,5.0,Health Care
4715,White,5.0,Consulting
4716,Asian,5.0,PE/VC
4717,,4.0,PE/VC
4718,Asian,6.0,PE/VC
4719,,6.0,PE/VC
4720,,6.0,Consulting
4721,,8.0,Financial Services
4722,Black,4.0,Investment Banking
4723,Black,4.0,Other
4724,White,5.0,Other
4725,White,4.0,Nonprofit/Gov
4726,,5.0,Technology
4727,Hispanic,5.0,Real Estate
4728,Asian,3.0,PE/VC
4729,Hispanic,4.0,Technology
4730,White,4.0,Nonprofit/Gov
4731,White,4.0,Investment Banking
4732,Asian,6.0,Nonprofit/Gov
4733,Other,6.0,Consulting
4734,Black,5.0,Nonprofit/Gov
4735,White,5.0,PE/VC
4736,White,4.0,Investment Management
4737,Other,5.0,CPG
4738,Asian,4.0,PE/VC
4739,,4.0,Investment Banking
4740,,4.0,Consulting
4741,Asian,5.0,Other
4742,White,7.0,Media/Entertainment
4743,Asian,5.0,Other
4744,Hispanic,6.0,Nonprofit/Gov
4745,Asian,5.0,Financial Services
4746,Other,5.0,Consulting
4747,Asian,6.0,Investment Management
4748,Other,6.0,Consulting
4749,Black,4.0,Consulting
4750,Black,5.0,Consulting
4751,Asian,5.0,Consulting
4752,Hispanic,5.0,Other
4753,,5.0,Investment Banking
4754,,5.0,Technology
4755,,5.0,CPG
4756,Asian,4.0,Nonprofit/Gov
4757,Black,4.0,PE/VC
4758,White,3.0,Consulting
4759,White,6.0,Health Care
4760,Hispanic,6.0,Consulting
4761,Asian,4.0,Financial Services
4762,White,4.0,Investment Banking
4763,,6.0,Investment Banking
4764,White,5.0,Other
4765,,6.0,Other
4766,Hispanic,3.0,Nonprofit/Gov
4767,White,7.0,Technology
4768,,4.0,Consulting
4769,Black,5.0,Consulting
4770,Asian,5.0,Consulting
4771,,5.0,Nonprofit/Gov
4772,Hispanic,5.0,Consulting
4773,Hispanic,4.0,PE/VC
4774,Asian,4.0,Financial Services
4775,White,5.0,PE/VC
4776,Other,4.0,Consulting
4777,White,5.0,Real Estate
4778,Black,5.0,Real Estate
4779,Other,6.0,Consulting
4780,,4.0,Financial Services
4781,,5.0,Consulting
4782,Black,5.0,Financial Services
4783,Asian,5.0,Technology
4784,Asian,4.0,Nonprofit/Gov
4785,Black,4.0,Technology
4786,,5.0,Consulting
4787,White,4.0,Investment Banking
4788,,7.0,Nonprofit/Gov
4789,,4.0,Nonprofit/Gov
4790,Black,4.0,Consulting
4791,White,5.0,Consulting
4792,Black,5.0,Consulting
4793,White,6.0,Consulting
4794,White,5.0,Investment Banking
4795,,4.0,PE/VC
4796,,5.0,Technology
4797,Hispanic,4.0,Consulting
4798,,6.0,Consulting
4799,Black,6.0,Other
4800,Asian,6.0,Financial Services
4801,White,5.0,PE/VC
4802,,5.0,Consulting
4803,Asian,5.0,Technology
4804,Black,4.0,Financial Services
4805,,7.0,PE/VC
4806,,5.0,PE/VC
4807,,5.0,PE/VC
4808,Black,5.0,PE/VC
4809,White,4.0,PE/VC
4810,Other,3.0,PE/VC
4811,White,4.0,Technology
4812,White,5.0,Nonprofit/Gov
4813,White,6.0,Investment Banking
4814,,6.0,Technology
4815,Black,6.0,PE/VC
4816,Black,4.0,Investment Banking
4817,,5.0,Media/Entertainment
4818,Hispanic,5.0,CPG
4819,White,5.0,Consulting
4820,Asian,6.0,Investment Banking
4821,White,3.0,Consulting
4822,,5.0,Technology
4823,Asian,3.0,Investment Management
4824,White,5.0,Consulting
4825,White,5.0,Other
4826,White,4.0,Consulting
4827,Hispanic,7.0,Other
4828,White,4.0,Consulting
4829,Black,6.0,PE/VC
4830,Black,5.0,Consulting
4831,Asian,4.0,CPG
4832,Black,6.0,Media/Entertainment
4833,,4.0,Consulting
4834,,7.0,Financial Services
4835,,6.0,PE/VC
4836,,6.0,Technology
4837,White,5.0,Consulting
4838,White,4.0,Financial Services
4839,White,5.0,Health Care
4840,Hispanic,4.0,Consulting
4841,,6.0,Other
4842,White,4.0,Investment Banking
4843,Asian,4.0,Investment Management
4844,Asian,5.0,Other
4845,,5.0,Consulting
4846,Asian,6.0,Health Care
4847,,5.0,Consulting
4848,Other,6.0,Consulting
4849,Hispanic,5.0,Consulting
4850,White,4.0,PE/VC
4851,White,5.0,Consulting
4852,Asian,4.0,Technology
4853,Asian,5.0,Consulting
4854,Hispanic,5.0,PE/VC
4855,White,5.0,PE/VC
4856,Asian,5.0,Consulting
4857,White,5.0,Consulting
4858,,4.0,Consulting
4859,Asian,6.0,Consulting
4860,,6.0,Nonprofit/Gov
4861,White,5.0,Real Estate
4862,Asian,6.0,Other
4863,Asian,4.0,PE/VC
4864,Black,5.0,PE/VC
4865,,5.0,PE/VC
4866,Black,5.0,Nonprofit/Gov
4867,,4.0,Investment Banking
4868,Hispanic,4.0,Health Care
4869,,7.0,PE/VC
4870,Asian,6.0,Financial Services
4871,White,4.0,Nonprofit/Gov
4872,White,5.0,Investment Banking
4873,,6.0,Consulting
4874,,5.0,Consulting
4875,,7.0,Consulting
4876,White,6.0,PE/VC
4877,Asian,4.0,Consulting
4878,White,5.0,Technology
4879,White,5.0,Other
4880,,4.0,Consulting
4881,White,5.0,Nonprofit/Gov
4882,,4.0,CPG
4883,Asian,5.0,Financial Services
4884,,3.0,Other
4885,,7.0,Other
4886,,5.0,Technology
4887,Hispanic,4.0,Health Care
4888,,4.0,Health Care
4889,Other,3.0,Investment Banking
4890,White,5.0,Health Care
4891,White,5.0,Nonprofit/Gov
4892,,4.0,PE/VC
4893,,3.0,Investment Banking
4894,White,3.0,Nonprofit/Gov
4895,,6.0,Investment Banking
4896,White,4.0,Nonprofit/Gov
4897,Asian,6.0,Consulting
4898,,5.0,Health Care
4899,Black,4.0,Other
4900,Asian,5.0,Health Care
4901,White,6.0,Technology
4902,,6.0,Investment Banking
4903,Asian,6.0,Nonprofit/Gov
4904,White,6.0,PE/VC
4905,Hispanic,4.0,Investment Banking
4906,Asian,5.0,Consulting
4907,,5.0,Investment Banking
4908,Asian,7.0,Technology
4909,White,3.0,PE/VC
4910,Asian,5.0,Investment Banking
4911,,6.0,Financial Services
4912,,3.0,Consulting
4913,Asian,4.0,Consulting
4914,Asian,6.0,Nonprofit/Gov
4915,,3.0,Financial Services
4916,White,6.0,Technology
4917,,7.0,Technology
4918,Black,6.0,Other
4919,White,5.0,Nonprofit/Gov
4920,,6.0,Consulting
4921,White,5.0,Health Care
4922,Black,6.0,Consulting
4923,Black,6.0,Consulting
4924,Black,4.0,Investment Banking
4925,White,5.0,Consulting
4926,Hispanic,6.0,Consulting
4927,Other,5.0,Consulting
4928,Asian,6.0,Financial Services
4929,Hispanic,4.0,Nonprofit/Gov
4930,Black,5.0,Consulting
4931,Black,5.0,Consulting
4932,,5.0,Consulting
4933,Hispanic,4.0,Financial Services
4934,Other,5.0,Consulting
4935,Hispanic,4.0,Consulting
4936,White,5.0,Consulting
4937,,7.0,Financial Services
4938,Black,5.0,Consulting
4939,Asian,6.0,Consulting
4940,White,5.0,Nonprofit/Gov
4941,Black,8.0,PE/VC
4942,White,5.0,Consulting
4943,,6.0,Other
4944,Other,6.0,Consulting
4945,White,6.0,PE/VC
4946,,5.0,Consulting
4947,Black,4.0,Consulting
4948,Asian,5.0,Investment Banking
4949,Black,4.0,Consulting
4950,White,5.0,PE/VC
4951,,5.0,Consulting
4952,,6.0,Consulting
4953,Hispanic,5.0,Nonprofit/Gov
4954,Asian,6.0,Nonprofit/Gov
4955,Asian,5.0,Consulting
4956,Asian,7.0,Financial Services
4957,Asian,5.0,Nonprofit/Gov
4958,White,4.0,PE/VC
4959,,5.0,PE/VC
4960,,3.0,Consulting
4961,,6.0,PE/VC
4962,Black,5.0,Consulting
4963,Hispanic,7.0,PE/VC
4964,,6.0,Investment Banking
4965,White,5.0,Financial Services
4966,Other,2.0,Nonprofit/Gov
4967,White,5.0,Health Care
4968,Asian,5.0,PE/VC
4969,White,4.0,Technology
4970,Asian,6.0,Financial Services
4971,Hispanic,5.0,Energy
4972,White,6.0,Nonprofit/Gov
4973,Hispanic,3.0,PE/VC
4974,White,3.0,Consulting
4975,Hispanic,6.0,Investment Banking
4976,,4.0,Consulting
4977,Asian,4.0,Technology
4978,,5.0,PE/VC
4979,Hispanic,5.0,CPG
4980,,2.0,Technology
4981,Black,5.0,Other
4982,Asian,4.0,Financial Services
4983,Asian,6.0,Consulting
4984,,5.0,Other
4985,Asian,6.0,PE/VC
4986,Asian,4.0,Consulting
4987,White,5.0,PE/VC
4988,Black,5.0,Financial Services
4989,White,6.0,PE/VC
4990,,4.0,Health Care
4991,Hispanic,3.0,PE/VC
4992,White,6.0,Consulting
4993,,6.0,Nonprofit/Gov
4994,White,5.0,Consulting
4995,Asian,5.0,Financial Services
4996,Other,7.0,Consulting
4997,Hispanic,5.0,Consulting
4998,,5.0,Financial Services
4999,,5.0,Nonprofit/Gov
5000,White,6.0,Consulting
5001,,5.0,PE/VC
5002,Hispanic,4.0,Nonprofit/Gov
5003,Black,3.0,Consulting
5004,Black,6.0,Investment Banking
5005,Other,5.0,Technology
5006,Other,5.0,Other
5007,Other,7.0,Technology
5008,,6.0,Consulting
5009,Hispanic,6.0,Technology
5010,,3.0,Investment Banking
5011,Asian,6.0,Consulting
5012,Asian,6.0,Nonprofit/Gov
5013,White,4.0,Consulting
5014,Other,6.0,Consulting
5015,,6.0,Technology
5016,,5.0,Technology
5017,,5.0,Technology
5018,,4.0,Investment Management
5019,Asian,6.0,PE/VC
5020,White,4.0,Consulting
5021,White,5.0,Technology
5022,,4.0,Consulting
5023,Black,5.0,Nonprofit/Gov
5024,Asian,4.0,Consulting
5025,White,8.0,Nonprofit/Gov
5026,Asian,4.0,PE/VC
5027,Asian,5.0,Other
5028,,4.0,Financial Services
5029,Asian,6.0,Investment Banking
5030,Asian,5.0,PE/VC
5031,,5.0,Technology
5032,Hispanic,7.0,Investment Management
5033,White,4.0,Other
5034,Hispanic,4.0,Technology
5035,,4.0,Other
5036,,3.0,Consulting
5037,,7.0,Consulting
5038,Asian,6.0,PE/VC
5039,White,5.0,PE/VC
5040,Hispanic,5.0,Consulting
5041,,3.0,Consulting
5042,Asian,6.0,Technology
5043,White,6.0,Consulting
5044,Asian,4.0,PE/VC
5045,Hispanic,5.0,PE/VC
5046,Asian,5.0,Consulting
5047,Black,5.0,Consulting
5048,Black,5.0,Investment Banking
5049,,6.0,Technology
5050,Asian,6.0,Nonprofit/Gov
5051,Hispanic,6.0,Consulting
5052,,6.0,PE/VC
5053,Asian,4.0,Media/Entertainment
5054,,4.0,CPG
5055,Black,5.0,Investment Banking
5056,White,5.0,Technology
5057,Asian,6.0,Financial Services
5058,,4.0,PE/VC
5059,Other,4.0,Financial Services
5060,,5.0,PE/VC
5061,Asian,5.0,PE/VC
5062,White,5.0,Financial Services
5063,Black,6.0,Financial Services
5064,Asian,5.0,PE/VC
5065,Black,5.0,Nonprofit/Gov
5066,White,4.0,Technology
5067,White,5.0,Technology
5068,Black,4.0,Consulting
5069,,3.0,Consulting
5070,Black,6.0,Investment Banking
5071,,5.0,Nonprofit/Gov
5072,,5.0,PE/VC
5073,Black,4.0,PE/VC
5074,Hispanic,4.0,PE/VC
5075,Asian,4.0,Nonprofit/Gov
5076,,6.0,Nonprofit/Gov
5077,Black,6.0,Nonprofit/Gov
5078,,6.0,Nonprofit/Gov
5079,Asian,5.0,PE/VC
5080,,5.0,Consulting
5081,Asian,5.0,Investment Banking
5082,,5.0,Technology
5083,Black,5.0,PE/VC
5084,,4.0,CPG
5085,Other,4.0,Investment Banking
5086,,6.0,Technology
5087,Asian,5.0,Consulting
5088,Other,6.0,Consulting
5089,,6.0,Other
5090,Hispanic,6.0,PE/VC
5091,Hispanic,5.0,Financial Services
5092,,5.0,Technology
5093,,5.0,Investment Banking
5094,,7.0,Other
5095,White,6.0,Consulting
5096,,4.0,Nonprofit/Gov
5097,,4.0,Consulting
5098,Asian,5.0,PE/VC
5099,,5.0,Investment Management
5100,Asian,6.0,Technology
5101,Asian,5.0,Investment Banking
5102,Other,5.0,Consulting
5103,Black,5.0,Consulting
5104,White,5.0,Consulting
5105,Black,4.0,Investment Banking
5106,White,6.0,Consulting
5107,,5.0,Investment Banking
5108,Other,5.0,Technology
5109,,4.0,Consulting
5110,Asian,5.0,Consulting
5111,,5.0,Other
5112,White,4.0,Investment Banking
5113,Asian,5.0,Consulting
5114,,6.0,Investment Banking
5115,,5.0,Technology
5116,Asian,5.0,Health Care
5117,,7.0,Other
5118,,6.0,Consulting
5119,White,5.0,Investment Banking
5120,Hispanic,4.0,Consulting
5121,Hispanic,5.0,Consulting
5122,White,5.0,Consulting
5123,Other,6.0,Nonprofit/Gov
5124,Other,5.0,Financial Services
5125,Black,4.0,Technology
5126,,4.0,Investment Banking
5127,Asian,4.0,Consulting
5128,,6.0,Consulting
5129,White,5.0,PE/VC
5130,Black,5.0,Investment Banking
5131,Asian,7.0,Technology
5132,,5.0,Nonprofit/Gov
5133,Asian,5.0,Consulting
5134,Asian,6.0,Technology
5135,Hispanic,4.0,Consulting
5136,White,5.0,Retail
5137,Asian,7.0,Other
5138,Asian,6.0,Real Estate
5139,White,4.0,Health Care
5140,Black,6.0,Investment Banking
5141,White,5.0,Financial Services
5142,White,3.0,Financial Services
5143,Black,5.0,Technology
5144,Black,5.0,PE/VC
5145,White,5.0,PE/VC
5146,White,4.0,CPG
5147,Black,5.0,Technology
5148,,7.0,Financial Services
5149,,6.0,Other
5150,,4.0,PE/VC
5151,Black,6.0,Financial Services
5152,Asian,6.0,Nonprofit/Gov
5153,,4.0,Consulting
5154,Black,5.0,Real Estate
5155,White,4.0,Technology
5156,Asian,4.0,Investment Banking
5157,Hispanic,7.0,Nonprofit/Gov
5158,Asian,6.0,Consulting
5159,,4.0,PE/VC
5160,,4.0,Investment Banking
5161,,5.0,Consulting
5162,,4.0,Financial Services
5163,Black,5.0,Consulting
5164,Asian,4.0,Other
5165,White,7.0,Financial Services
5166,Asian,5.0,Technology
5167,Black,6.0,Consulting
5168,,5.0,PE/VC
5169,,6.0,Technology
5170,,4.0,PE/VC
5171,White,4.0,Consulting
5172,Asian,4.0,Technology
5173,Hispanic,4.0,PE/VC
5174,,6.0,Financial Services
5175,Hispanic,5.0,CPG
5176,White,6.0,Other
5177,White,6.0,PE/VC
5178,Asian,4.0,Energy
5179,Asian,7.0,Technology
5180,Asian,5.0,CPG
5181,,4.0,Nonprofit/Gov
5182,Hispanic,4.0,Technology
5183,Black,6.0,Other
5184,Black,5.0,Consulting
5185,,3.0,Consulting
5186,,4.0,PE/VC
5187,Asian,5.0,Investment Banking
5188,,7.0,Consulting
5189,,5.0,Consulting
5190,Black,4.0,Consulting
5191,Asian,6.0,Investment Banking
5192,Other,4.0,Health Care
5193,,5.0,Nonprofit/Gov
5194,,4.0,Consulting
5195,,6.0,Health Care
5196,Black,3.0,Nonprofit/Gov
5197,White,5.0,Investment Banking
5198,Black,5.0,Consulting
5199,Black,4.0,Investment Banking
5200,,5.0,Technology
5201,Hispanic,5.0,Investment Banking
5202,,6.0,Consulting
5203,White,5.0,Nonprofit/Gov
5204,White,6.0,PE/VC
5205,Black,5.0,Technology
5206,Asian,6.0,Consulting
5207,Black,6.0,Financial Services
5208,Hispanic,6.0,Other
5209,,5.0,PE/VC
5210,Other,4.0,Other
5211,White,7.0,Real Estate
5212,,4.0,Real Estate
5213,Asian,6.0,Real Estate
5214,White,4.0,Consulting
5215,Asian,6.0,Real Estate
5216,,3.0,Consulting
5217,White,5.0,Technology
5218,Black,5.0,PE/VC
5219,Black,5.0,PE/VC
5220,Black,5.0,Technology
5221,Hispanic,5.0,PE/VC
5222,White,4.0,Consulting
5223,White,5.0,Nonprofit/Gov
5224,,6.0,Health Care
5225,,6.0,PE/VC
5226,Asian,5.0,Health Care
5227,,5.0,Health Care
5228,Hispanic,6.0,Nonprofit/Gov
5229,White,5.0,Health Care
5230,White,5.0,Technology
5231,,5.0,Consulting
5232,White,4.0,PE/VC
5233,,4.0,Consulting
5234,Hispanic,8.0,Nonprofit/Gov
5235,,4.0,Consulting
5236,Asian,6.0,Technology
5237,,4.0,Technology
5238,,4.0,Investment Banking
5239,,5.0,Other
5240,Hispanic,5.0,PE/VC
5241,,3.0,Consulting
5242,,5.0,Consulting
5243,Black,5.0,CPG
5244,,5.0,Investment Banking
5245,,4.0,Consulting
5246,,7.0,Nonprofit/Gov
5247,,7.0,Investment Banking
5248,White,7.0,Investment Banking
5249,,5.0,Consulting
5250,,5.0,Nonprofit/Gov
5251,Hispanic,5.0,Financial Services
5252,White,4.0,Nonprofit/Gov
5253,Asian,5.0,Financial Services
5254,Asian,4.0,PE/VC
5255,,5.0,Other
5256,White,4.0,Financial Services
5257,,6.0,Investment Banking
5258,Black,6.0,Consulting
5259,,4.0,Investment Management
5260,Asian,5.0,Investment Banking
5261,Black,3.0,Consulting
5262,Black,6.0,PE/VC
5263,Other,4.0,Consulting
5264,White,7.0,Investment Banking
5265,White,5.0,Other
5266,,4.0,Consulting
5267,,4.0,Financial Services
5268,,4.0,Consulting
5269,Hispanic,6.0,Other
5270,,5.0,Consulting
5271,Black,4.0,Technology
5272,,5.0,Consulting
5273,White,4.0,Financial Services
5274,White,3.0,PE/VC
5275,Hispanic,3.0,Nonprofit/Gov
5276,Asian,5.0,PE/VC
5277,White,5.0,Technology
5278,Black,4.0,Technology
5279,Other,6.0,Nonprofit/Gov
5280,Asian,5.0,Nonprofit/Gov
5281,White,5.0,Financial Services
5282,,6.0,Investment Management
5283,White,3.0,Consulting
5284,Hispanic,5.0,Investment Banking
5285,Asian,7.0,Financial Services
5286,,4.0,Investment Banking
5287,,5.0,Consulting
5288,,5.0,Investment Banking
5289,Black,5.0,Consulting
5290,,5.0,Health Care
5291,,5.0,Technology
5292,Hispanic,5.0,CPG
5293,Asian,7.0,Consulting
5294,Asian,4.0,PE/VC
5295,Hispanic,6.0,Consulting
5296,Asian,3.0,Consulting
5297,White,6.0,Other
5298,White,4.0,Technology
5299,Other,6.0,Technology
5300,Asian,5.0,Investment Banking
5301,,5.0,PE/VC
5302,Black,4.0,PE/VC
5303,Asian,6.0,Other
5304,,6.0,Consulting
5305,Other,5.0,Consulting
5306,Asian,5.0,Other
5307,White,5.0,Investment Banking
5308,Black,5.0,Investment Banking
5309,Asian,8.0,Consulting
5310,White,5.0,Consulting
5311,Black,6.0,Health Care
5312,,5.0,Investment Banking
5313,Asian,6.0,PE/VC
5314,,6.0,Nonprofit/Gov
5315,Asian,5.0,Consulting
5316,,3.0,Other
5317,Asian,7.0,Consulting
5318,Hispanic,3.0,Consulting
5319,Asian,4.0,Technology
5320,White,5.0,Investment Banking
5321,Other,4.0,Health Care
5322,Black,6.0,Media/Entertainment
5323,Asian,5.0,Technology
5324,,6.0,Financial Services
5325,,4.0,Nonprofit/Gov
5326,White,4.0,Investment Banking
5327,Asian,5.0,Energy
5328,Black,4.0,Investment Banking
5329,Asian,6.0,PE/VC
5330,Asian,7.0,Health Care
5331,,5.0,Financial Services
5332,,5.0,Consulting
5333,White,4.0,Health Care
5334,Black,5.0,Technology
5335,Asian,6.0,Consulting
5336,,4.0,Health Care
5337,Black,7.0,PE/VC
5338,,3.0,Health Care
5339,,6.0,Consulting
5340,White,3.0,Consulting
5341,,5.0,Real Estate
5342,Black,6.0,Technology
5343,,4.0,Investment Management
5344,White,6.0,Investment Banking
5345,White,6.0,Investment Management
5346,,4.0,Consulting
5347,Asian,6.0,Investment Banking
5348,,4.0,PE/VC
5349,White,6.0,Technology
5350,Hispanic,6.0,Nonprofit/Gov
5351,Asian,5.0,Financial Services
5352,Other,4.0,Technology
5353,Black,4.0,Health Care
5354,Asian,3.0,Consulting
5355,,4.0,Other
5356,Black,7.0,Financial Services
5357,Asian,6.0,Consulting
5358,,6.0,Technology
5359,Asian,5.0,Consulting
5360,,6.0,Technology
5361,,6.0,Consulting
5362,Black,5.0,Nonprofit/Gov
5363,Asian,6.0,Consulting
5364,Black,4.0,Nonprofit/Gov
5365,,6.0,Consulting
5366,White,4.0,Consulting
5367,,5.0,Nonprofit/Gov
5368,,3.0,Real Estate
5369,White,3.0,Technology
5370,,5.0,Investment Banking
5371,,4.0,Nonprofit/Gov
5372,,4.0,Consulting
5373,Black,6.0,Consulting
5374,,4.0,Nonprofit/Gov
5375,Black,5.0,Other
5376,,7.0,Consulting
5377,White,4.0,Other
5378,Other,5.0,PE/VC
5379,Black,6.0,Technology
5380,,4.0,Technology
5381,White,6.0,PE/VC
5382,White,4.0,Investment Management
5383,,6.0,PE/VC
5384,Black,6.0,PE/VC
5385,White,4.0,PE/VC
5386,,6.0,Financial Services
5387,Asian,5.0,Investment Management
5388,Black,5.0,Consulting
5389,Hispanic,5.0,PE/VC
5390,Black,4.0,Consulting
5391,Asian,5.0,Consulting
5392,White,4.0,Consulting
5393,Hispanic,4.0,Financial Services
5394,White,4.0,Consulting
5395,Hispanic,6.0,Investment Banking
5396,,5.0,Financial Services
5397,Asian,4.0,Financial Services
5398,,5.0,PE/VC
5399,,7.0,Other
5400,Other,5.0,Investment Management
5401,,4.0,CPG
5402,Black,5.0,Technology
5403,,3.0,CPG
5404,,5.0,Investment Banking
5405,Black,4.0,Nonprofit/Gov
5406,Asian,5.0,Technology
5407,,6.0,Consulting
5408,White,6.0,Consulting
5409,Black,4.0,Consulting
5410,Black,5.0,Retail
5411,Hispanic,6.0,PE/VC
5412,,5.0,Consulting
5413,,6.0,Nonprofit/Gov
5414,White,3.0,Consulting
5415,Black,5.0,Investment Banking
5416,Asian,5.0,Health Care
5417,Black,6.0,PE/VC
5418,,5.0,Nonprofit/Gov
5419,,6.0,Financial Services
5420,Black,4.0,Investment Banking
5421,White,5.0,PE/VC
5422,Asian,4.0,Consulting
5423,White,6.0,Financial Services
5424,Black,4.0,Other
5425,Asian,4.0,PE/VC
5426,Black,6.0,Consulting
5427,White,5.0,PE/VC
5428,,4.0,Consulting
5429,Asian,5.0,Nonprofit/Gov
5430,White,5.0,Health Care
5431,White,4.0,Nonprofit/Gov
5432,Hispanic,4.0,Consulting
5433,,3.0,Financial Services
5434,Asian,5.0,Financial Services
5435,,4.0,Technology
5436,,6.0,Technology
5437,Asian,4.0,PE/VC
5438,,5.0,Consulting
5439,White,5.0,Consulting
5440,,5.0,Financial Services
5441,White,5.0,Other
5442,Black,4.0,Consulting
5443,Black,6.0,PE/VC
5444,White,5.0,Technology
5445,Asian,5.0,Financial Services
5446,,5.0,Nonprofit/Gov
5447,Black,5.0,PE/VC
5448,White,5.0,Consulting
5449,,4.0,PE/VC
5450,Asian,5.0,Technology
5451,Hispanic,6.0,PE/VC
5452,,5.0,Health Care
5453,Hispanic,4.0,Consulting
5454,White,6.0,Financial Services
5455,Asian,4.0,Technology
5456,,5.0,PE/VC
5457,,5.0,Consulting
5458,Black,5.0,Health Care
5459,Asian,6.0,Other
5460,Black,2.0,Technology
5461,White,5.0,Consulting
5462,,4.0,Consulting
5463,White,6.0,PE/VC
5464,,5.0,Consulting
5465,,5.0,Technology
5466,,5.0,Consulting
5467,Asian,5.0,Media/Entertainment
5468,Hispanic,6.0,Consulting
5469,,6.0,Consulting
5470,,7.0,Technology
5471,Other,4.0,Consulting
5472,White,7.0,PE/VC
5473,,5.0,Financial Services
5474,Black,5.0,Other
5475,Black,3.0,Technology
5476,White,6.0,Technology
5477,White,5.0,Technology
5478,,6.0,Consulting
5479,,5.0,Technology
5480,,5.0,Consulting
