major,gpa,work_exp,admission,application_id
STEM,3.17,4.0,,3367
Business,3.18,4.0,,1540
Humanities,3.13,6.0,,726
Business,3.32,5.0,,1499
Business,3.41,6.0,,5149
Business,3.21,5.0,,1054
Business,3.34,6.0,Admit,3986
Business,3.29,5.0,,3194
STEM,3.16,4.0,,524
STEM,3.34,6.0,,1193
Humanities,3.49,6.0,,2841
STEM,3.23,5.0,,4461
STEM,3.19,5.0,,4341
Business,3.45,7.0,,5317
Humanities,3.44,4.0,Admit,1650
Business,3.1,5.0,Admit,383
Humanities,3.61,3.0,,1166
Humanities,3.28,5.0,,1173
Humanities,3.09,5.0,,563
Humanities,3.53,5.0,Admit,2790
Humanities,3.25,6.0,,3373
Humanities,3.19,6.0,,5492
Business,3.24,4.0,,5431
Business,3.28,4.0,,1639
Humanities,3.11,5.0,,4032
Business,3.17,6.0,,6154
Business,3.17,5.0,,2714
STEM,3.14,7.0,,3190
Humanities,3.19,7.0,,2062
Humanities,3.25,5.0,,3847
Business,3.29,5.0,,1959
Humanities,3.58,4.0,,2508
Business,3.16,5.0,,2188
Humanities,3.27,6.0,,5347
Humanities,3.02,5.0,,2649
STEM,3.31,6.0,,5009
STEM,3.41,5.0,Admit,6047
Business,3.46,6.0,Admit,579
Business,2.8,6.0,,3525
Humanities,3.23,6.0,Admit,3037
STEM,3.2,5.0,,826
Business,3.4,4.0,,5958
Business,3.03,6.0,,5304
Humanities,3.02,7.0,,3631
Humanities,3.22,6.0,Admit,2490
Humanities,3.14,5.0,,1116
STEM,3.58,5.0,Admit,346
Humanities,3.4,5.0,Admit,4861
STEM,3.18,3.0,,3999
STEM,3.25,7.0,,3382
Humanities,3.35,5.0,Admit,2398
Humanities,3.08,6.0,,380
Humanities,3.45,7.0,Admit,1017
Business,3.07,5.0,,4580
STEM,3.11,5.0,,630
STEM,3.59,6.0,Admit,1997
STEM,3.37,6.0,,1517
Humanities,3.15,5.0,,2877
Business,3.07,6.0,,5057
Humanities,3.54,5.0,,5803
Humanities,3.19,4.0,,2539
Humanities,3.31,6.0,Admit,357
STEM,3.28,6.0,,2611
Business,3.08,6.0,,3164
Business,3.4,3.0,,4323
Humanities,3.39,6.0,,812
STEM,3.4,5.0,,310
STEM,3.31,6.0,,561
Humanities,3.4,6.0,,5880
Humanities,3.25,4.0,,1825
Humanities,3.21,5.0,,931
Humanities,3.54,7.0,,3852
Business,3.26,5.0,,2072
Humanities,3.23,6.0,,4276
Business,3.22,6.0,,1532
STEM,3.36,5.0,,1056
STEM,3.24,6.0,,5128
Humanities,3.12,5.0,,4157
STEM,3.29,5.0,,4041
Business,3.02,5.0,,1011
Business,3.18,4.0,,2889
Business,3.14,5.0,,1536
STEM,3.38,5.0,,50
Humanities,3.39,5.0,,2047
STEM,3.4,4.0,,4840
Humanities,2.91,6.0,,2021
Humanities,3.18,7.0,,5293
Business,3.61,5.0,,536
Business,3.35,6.0,,1787
STEM,3.32,4.0,,3271
Humanities,3.17,6.0,,4706
Humanities,3.27,3.0,,4159
Humanities,3.19,7.0,,907
STEM,3.19,5.0,,1520
Business,3.42,3.0,Admit,498
STEM,3.36,5.0,Admit,5540
Business,3.28,4.0,,5511
STEM,3.52,6.0,Admit,5358
Humanities,3.33,6.0,,33
STEM,3.21,5.0,,2300
STEM,3.29,4.0,,4717
Business,3.05,3.0,,3480
Humanities,3.22,6.0,,2959
Business,3.13,3.0,,3334
STEM,3.28,4.0,,3128
Humanities,3.14,4.0,,4312
Humanities,3.12,5.0,,4382
STEM,3.13,6.0,,2142
Business,3.29,5.0,,3860
Humanities,3.36,3.0,,738
Humanities,3.12,4.0,,3919
STEM,3.09,5.0,,4550
Humanities,3.12,6.0,,3900
Business,3.24,3.0,,5908
STEM,3.16,5.0,,3859
Humanities,3.46,4.0,Admit,2546
Humanities,3.19,4.0,,1134
STEM,3.34,3.0,,4484
Business,3.16,6.0,,3104
Humanities,3.29,7.0,,5503
Humanities,3.18,5.0,,4417
Humanities,3.29,4.0,,1830
STEM,3.02,5.0,Admit,246
STEM,3.24,8.0,Admit,1792
Humanities,3.22,5.0,,4576
STEM,3.18,4.0,,5935
STEM,2.99,5.0,,27
Business,3.44,5.0,,410
Humanities,3.12,6.0,,4122
Business,3.06,4.0,,2136
STEM,3.15,4.0,,3978
Business,3.31,5.0,,250
STEM,3.27,4.0,Admit,3805
Business,3.0,5.0,,4968
Humanities,2.93,5.0,,2191
Humanities,3.26,4.0,Admit,2803
Humanities,3.36,5.0,,5200
Business,3.09,6.0,,5100
STEM,2.87,6.0,,3445
Humanities,3.28,4.0,,2431
Business,3.08,5.0,,2929
STEM,3.2,4.0,,3977
STEM,3.11,5.0,,2986
Humanities,3.2,5.0,,78
Business,3.4,6.0,,1472
Humanities,3.12,5.0,,4561
Business,3.35,6.0,Admit,404
Business,3.49,5.0,Admit,311
Humanities,3.48,6.0,,4798
STEM,3.55,5.0,,1600
Humanities,3.05,6.0,,5642
Humanities,3.51,2.0,,2498
Business,3.35,5.0,Admit,4227
Humanities,3.28,6.0,,953
STEM,3.29,5.0,,4623
Business,3.09,6.0,,4765
Humanities,3.41,5.0,,1950
STEM,3.32,4.0,,3035
STEM,3.25,5.0,Admit,4350
Humanities,3.03,5.0,,2401
STEM,3.34,6.0,,1916
Business,3.44,4.0,,478
Humanities,3.29,5.0,,1664
Humanities,3.16,6.0,,3290
STEM,3.22,5.0,,3815
Humanities,3.21,5.0,,4404
STEM,3.08,6.0,,3196
Business,3.33,5.0,,4459
Humanities,3.07,5.0,,3375
Business,3.11,7.0,,4549
STEM,3.3,6.0,,2829
Business,3.24,5.0,,5808
Humanities,3.59,5.0,Admit,3345
Humanities,3.42,6.0,,4800
STEM,3.28,3.0,Admit,5665
STEM,3.22,4.0,,1316
Business,3.09,8.0,,20
STEM,3.38,5.0,,1526
Humanities,3.18,5.0,,228
STEM,3.22,4.0,,4674
Humanities,3.2,7.0,,1222
Business,3.31,6.0,Admit,3020
Humanities,2.93,4.0,,4022
STEM,2.96,5.0,,4309
Business,3.31,5.0,,3204
Humanities,3.14,4.0,,4334
STEM,3.39,6.0,,1856
STEM,3.21,3.0,,3775
Business,3.3,6.0,,5335
Humanities,3.32,6.0,,1269
Humanities,3.21,6.0,,1148
Humanities,3.19,7.0,,4908
STEM,3.2,6.0,,1289
Business,3.22,6.0,,4672
Business,3.19,4.0,,5736
STEM,3.27,6.0,,3233
Business,3.2,5.0,,532
STEM,3.33,4.0,Admit,1683
Humanities,3.0,4.0,,757
Business,3.3,3.0,,161
STEM,3.4,5.0,,637
STEM,3.32,3.0,,1587
Business,3.14,5.0,,4910
Business,3.31,3.0,,759
Humanities,3.25,4.0,,5112
Humanities,3.34,5.0,,5362
Business,3.34,5.0,,5456
Business,3.13,4.0,,3954
Humanities,3.32,5.0,,331
STEM,3.17,6.0,,4531
Business,3.02,5.0,,2614
Humanities,3.16,4.0,,4136
Business,3.1,6.0,,3059
Business,3.17,5.0,,440
Business,3.24,6.0,,4360
Business,3.48,6.0,Admit,4357
Humanities,3.18,6.0,,3392
Business,3.3,4.0,,1658
Business,3.27,4.0,Admit,366
Business,3.29,4.0,,3567
Humanities,3.17,6.0,,5694
Business,3.56,6.0,,703
STEM,3.1,5.0,,5045
Humanities,3.25,5.0,,1861
Humanities,3.42,6.0,Admit,5605
STEM,3.23,5.0,,1990
Business,3.37,4.0,,1407
Business,3.09,5.0,,4517
STEM,2.9,4.0,,2659
Humanities,3.18,5.0,,3581
Humanities,3.34,5.0,,2873
STEM,3.33,4.0,,848
Business,3.35,5.0,,5161
Humanities,3.03,5.0,,3462
STEM,3.27,4.0,,1884
Humanities,3.26,6.0,,3088
Humanities,3.07,6.0,,2404
Humanities,3.0,3.0,,3980
Business,3.41,4.0,Waitlist,2781
STEM,3.23,4.0,Admit,663
Business,3.35,6.0,,5813
Humanities,3.03,6.0,,5208
Humanities,3.27,5.0,,240
STEM,3.24,6.0,,2001
Business,3.06,6.0,Admit,408
STEM,3.34,4.0,,5769
Business,2.93,6.0,,4304
STEM,2.84,7.0,,2074
Business,3.37,5.0,,301
Humanities,3.22,4.0,,5609
STEM,3.4,5.0,,1048
Business,3.06,5.0,,3114
STEM,3.08,7.0,,3991
Humanities,3.38,5.0,,2927
Business,3.09,5.0,,1206
Humanities,3.28,4.0,,2763
Humanities,3.36,6.0,,4870
Business,3.24,5.0,,1709
STEM,3.03,4.0,,6016
STEM,3.35,6.0,,783
Business,3.56,4.0,Admit,3215
Humanities,3.35,4.0,,5026
Humanities,3.2,6.0,,1348
Humanities,3.28,6.0,,1529
Humanities,3.14,5.0,,1769
Business,3.26,5.0,,4354
Humanities,3.17,5.0,,1325
Business,3.46,5.0,,3401
STEM,3.03,5.0,,1094
Humanities,3.28,3.0,Admit,2961
Humanities,3.51,6.0,Admit,3495
Humanities,3.12,7.0,,6120
Humanities,3.51,6.0,,1995
STEM,3.38,7.0,,2196
Humanities,3.41,6.0,,5481
Business,3.32,3.0,,5648
STEM,3.08,5.0,,2960
Business,3.12,7.0,,4534
Business,3.18,4.0,,4790
Business,3.41,5.0,Admit,4642
STEM,3.39,6.0,Admit,944
Humanities,3.07,5.0,,3878
Humanities,3.23,5.0,,2452
Humanities,3.21,6.0,,1822
Business,3.3,4.0,Admit,5425
Humanities,3.17,5.0,,3340
Humanities,3.34,5.0,,2683
STEM,3.24,4.0,,5172
STEM,3.12,5.0,,1060
STEM,3.3,5.0,,109
STEM,3.07,6.0,,4187
STEM,3.11,5.0,,2155
Humanities,3.26,6.0,,1433
STEM,3.12,7.0,,3094
Humanities,3.09,4.0,,4868
Humanities,3.35,4.0,,5798
Humanities,3.05,5.0,Admit,95
Humanities,3.28,4.0,,1371
Business,3.49,6.0,,1188
Humanities,3.16,6.0,,760
Business,3.41,6.0,,1541
Business,3.19,5.0,,645
STEM,3.17,6.0,,3339
Humanities,3.6,4.0,,2509
STEM,3.35,4.0,,5610
Business,3.32,5.0,Admit,2173
STEM,3.51,5.0,,5375
Business,3.25,6.0,,4284
Humanities,3.1,4.0,,688
Humanities,3.25,5.0,,5789
Business,3.04,4.0,,591
Business,3.09,6.0,,5703
Humanities,3.3,6.0,,3709
STEM,3.37,5.0,,4203
STEM,3.65,6.0,Admit,672
Humanities,3.39,4.0,,3943
STEM,3.13,5.0,,4547
Business,2.98,5.0,,1781
Business,3.36,6.0,,5063
Business,3.19,4.0,,4544
Humanities,3.36,5.0,,5921
Business,2.92,3.0,,2352
Humanities,3.02,6.0,,3667
Humanities,3.39,5.0,,2650
Humanities,3.28,5.0,Admit,5466
Humanities,3.16,7.0,,3513
Business,3.62,5.0,,4456
STEM,3.16,5.0,,140
STEM,3.16,5.0,,3235
Humanities,3.17,4.0,,6064
Business,2.98,5.0,,746
Business,2.91,3.0,,973
Business,3.37,6.0,Admit,4945
Humanities,3.03,5.0,,6109
STEM,3.08,2.0,,4074
Humanities,3.29,5.0,,2495
STEM,3.15,5.0,,3121
Business,3.18,5.0,,1337
Business,3.17,6.0,,609
STEM,3.09,4.0,,5862
STEM,3.35,5.0,,3585
Business,3.16,5.0,,735
Humanities,3.05,5.0,,11
STEM,3.23,5.0,,3440
Business,3.21,7.0,,4631
Humanities,3.46,4.0,,3795
Humanities,3.24,4.0,Waitlist,1164
STEM,3.3,4.0,,2095
STEM,3.46,5.0,,2562
Business,3.27,5.0,,4998
STEM,3.17,5.0,,4608
Humanities,3.36,3.0,,5549
Business,3.42,4.0,Admit,2027
Humanities,3.16,5.0,,2353
Humanities,3.2,5.0,,2885
Humanities,3.29,5.0,,3002
Business,3.28,5.0,,4764
Business,3.27,5.0,,4796
Humanities,3.4,4.0,Admit,4316
Humanities,3.16,6.0,,3911
STEM,3.38,5.0,,5828
Humanities,3.37,3.0,,4991
STEM,3.08,5.0,,2058
Business,3.44,6.0,,837
STEM,3.39,5.0,,2422
Humanities,3.36,2.0,Admit,4486
STEM,3.22,5.0,,2603
Business,3.49,6.0,Admit,3837
Humanities,3.2,4.0,,1440
Business,3.11,4.0,,453
Business,3.32,5.0,Admit,5400
Humanities,3.34,4.0,Admit,5068
Business,3.17,6.0,,3923
STEM,3.25,6.0,,5600
STEM,3.56,6.0,Admit,2591
Business,3.18,4.0,,1066
Humanities,2.92,5.0,,2425
STEM,3.19,5.0,,664
Humanities,3.14,5.0,,4439
Business,3.37,6.0,,2437
Business,3.36,6.0,,3714
Humanities,2.78,6.0,,1698
Humanities,3.27,4.0,Admit,4229
Humanities,3.22,4.0,,5013
STEM,3.51,3.0,Admit,4216
Business,3.25,5.0,,3636
STEM,3.32,4.0,Admit,3975
Humanities,3.02,5.0,,3545
Business,3.17,6.0,Admit,658
STEM,3.32,4.0,,1250
Humanities,3.01,5.0,,2432
Humanities,3.46,5.0,,4754
Humanities,3.18,4.0,,737
Business,2.88,5.0,,619
Humanities,3.37,5.0,,5634
Humanities,3.17,5.0,,1473
Business,3.39,5.0,Admit,4658
Business,3.21,5.0,Admit,2715
STEM,3.41,4.0,,4757
Business,3.25,7.0,Admit,5796
Humanities,2.91,4.0,,6173
STEM,3.06,5.0,,600
Business,3.16,5.0,,1522
STEM,3.27,6.0,,718
STEM,3.5,6.0,Admit,200
STEM,3.04,5.0,,3579
Business,3.22,5.0,,4149
STEM,3.55,5.0,,1452
Humanities,3.24,5.0,Waitlist,790
Business,3.08,8.0,,2214
Humanities,3.23,6.0,,6040
Business,3.2,6.0,,3173
Humanities,3.06,5.0,,360
Humanities,3.16,5.0,,2965
STEM,3.27,5.0,,4274
Humanities,2.65,6.0,,4902
Humanities,3.16,5.0,,4266
Business,3.14,4.0,,5018
Humanities,3.29,5.0,,1449
STEM,3.21,5.0,,1249
Business,3.17,5.0,,1919
Humanities,3.37,6.0,,5381
Humanities,3.21,5.0,,1880
Humanities,3.17,3.0,,4894
Business,3.35,6.0,,2865
Business,3.2,4.0,,1977
STEM,3.56,3.0,,1691
STEM,3.18,5.0,,4967
Humanities,3.51,6.0,Admit,962
STEM,3.4,4.0,Admit,1149
Humanities,3.4,4.0,,1970
Humanities,3.09,4.0,,3979
STEM,3.27,5.0,,2900
Business,2.86,4.0,,2736
Business,3.03,5.0,,2808
STEM,3.28,6.0,,3126
STEM,3.47,4.0,Admit,4254
STEM,3.0,6.0,,172
Humanities,2.88,7.0,,4426
STEM,3.02,3.0,,2765
STEM,3.39,6.0,,1008
Business,3.23,6.0,Admit,4308
Humanities,3.25,6.0,,2389
Business,3.11,4.0,,211
STEM,3.19,6.0,,5384
Humanities,3.18,5.0,,527
STEM,3.02,4.0,,1511
Humanities,3.2,6.0,,150
Humanities,3.28,6.0,,5801
STEM,3.16,5.0,,1363
Humanities,3.03,5.0,,3665
Business,2.96,3.0,,6179
STEM,3.05,6.0,,5114
Humanities,2.95,4.0,,5794
Humanities,3.35,5.0,Waitlist,553
Humanities,3.25,5.0,,5680
STEM,3.5,5.0,Admit,5706
STEM,3.48,6.0,,5443
Humanities,3.35,5.0,,2128
STEM,3.34,7.0,,1445
STEM,3.37,7.0,,1230
Humanities,3.61,5.0,Admit,5668
Humanities,3.12,6.0,Admit,648
Humanities,2.98,5.0,,5729
STEM,3.26,5.0,,5631
Business,3.15,6.0,Admit,241
STEM,3.42,7.0,,1897
STEM,3.3,6.0,,1550
STEM,3.2,4.0,Admit,162
STEM,3.19,5.0,,1279
STEM,3.37,6.0,,3988
STEM,3.47,7.0,,1724
STEM,3.46,6.0,,5494
STEM,3.29,5.0,Admit,1125
Business,3.14,3.0,Admit,196
STEM,3.42,4.0,,1694
Humanities,3.18,5.0,Admit,445
Business,3.42,5.0,,1027
STEM,3.1,5.0,,3939
Humanities,3.26,6.0,,2313
STEM,3.32,4.0,,46
Humanities,3.16,6.0,,4841
Business,3.27,5.0,,4214
Humanities,3.15,6.0,,5419
Humanities,3.2,4.0,,2915
Humanities,3.32,4.0,,5377
Humanities,3.33,7.0,Admit,625
STEM,3.23,5.0,,3766
Business,3.14,6.0,,1095
Humanities,3.29,4.0,,838
Humanities,3.37,6.0,,3449
Business,3.1,4.0,,2734
STEM,3.03,5.0,,2751
Business,3.06,4.0,,562
Humanities,3.32,5.0,Admit,4153
Humanities,3.51,4.0,,3601
Humanities,3.36,5.0,Admit,3516
Business,3.23,5.0,,6034
Business,3.16,5.0,,2716
Business,3.17,5.0,,3674
STEM,3.18,5.0,,3736
Business,3.09,6.0,,90
Humanities,3.23,6.0,,4006
STEM,3.05,4.0,,2286
Business,3.31,5.0,,4435
Business,3.0,6.0,,2259
STEM,3.67,5.0,,2283
Business,3.2,5.0,,2631
Business,3.18,4.0,,5392
Business,3.27,5.0,Admit,5524
STEM,3.14,6.0,,644
Humanities,3.24,5.0,,1001
Humanities,3.41,7.0,,5179
Humanities,3.08,4.0,,5544
Humanities,3.08,4.0,,3541
STEM,3.43,3.0,,4663
Humanities,3.21,5.0,,1734
Business,3.2,6.0,,3787
STEM,3.34,5.0,,3944
Humanities,2.96,5.0,,694
Humanities,3.33,4.0,,1784
Humanities,3.17,5.0,,3844
Humanities,3.12,5.0,,3932
Humanities,3.16,5.0,,4235
Humanities,3.25,4.0,,2538
STEM,3.2,4.0,,917
Business,3.39,5.0,,3931
Humanities,3.06,4.0,,1275
Humanities,3.14,4.0,,2857
Business,3.27,5.0,,2208
Humanities,3.29,5.0,Admit,2693
STEM,3.26,5.0,,1324
STEM,3.29,5.0,,1622
STEM,3.2,4.0,,1735
STEM,3.16,4.0,,3712
Business,3.19,5.0,,3929
Humanities,3.23,6.0,,3557
Humanities,3.39,5.0,,3434
Humanities,3.19,6.0,,4646
Business,3.16,5.0,,4401
Humanities,3.51,7.0,,3874
Humanities,3.29,5.0,,916
STEM,3.54,6.0,Admit,4613
Business,3.12,6.0,,4294
Business,3.19,5.0,,3710
STEM,3.16,5.0,,363
STEM,3.59,4.0,,2932
STEM,3.25,5.0,,1136
Business,3.2,5.0,,1412
Humanities,3.28,4.0,,954
Humanities,3.16,4.0,,3590
STEM,3.2,4.0,,2426
Humanities,3.35,4.0,,4114
Humanities,3.27,6.0,Admit,1272
Humanities,3.22,5.0,,1599
Business,3.2,6.0,,4860
Humanities,3.43,4.0,Admit,385
Business,3.29,5.0,Admit,4546
Business,3.23,5.0,,3818
Business,3.33,6.0,Admit,2311
Business,3.21,3.0,,874
STEM,3.29,6.0,,1908
Business,3.18,5.0,,5978
Humanities,3.02,6.0,,2153
Humanities,3.25,7.0,,3282
Humanities,3.04,4.0,,1589
Humanities,3.33,6.0,,4829
Humanities,3.28,4.0,,4896
STEM,3.26,5.0,,4953
Humanities,2.99,3.0,,631
Business,3.54,5.0,Admit,3106
Business,3.25,3.0,,2792
Business,3.5,4.0,Admit,4092
Humanities,3.27,5.0,,5065
Humanities,3.21,2.0,,4548
STEM,3.48,2.0,,3116
Humanities,3.05,4.0,,4174
STEM,3.36,6.0,,3893
STEM,2.95,5.0,,4064
STEM,3.47,5.0,,3335
Humanities,2.96,6.0,,5468
STEM,3.32,5.0,Admit,665
STEM,3.45,6.0,,1802
Business,3.15,6.0,,304
Business,3.45,4.0,,2972
Humanities,3.23,6.0,,2825
Business,3.64,6.0,,5942
Humanities,3.44,5.0,Admit,872
STEM,3.45,7.0,,3264
Humanities,3.54,4.0,,487
Business,3.53,5.0,Admit,2746
Business,3.1,6.0,,4537
Humanities,3.37,4.0,Admit,657
Business,3.18,5.0,,797
Humanities,3.16,5.0,,4302
Humanities,3.03,6.0,,6188
STEM,3.27,6.0,Admit,4278
Business,3.4,5.0,,1584
Humanities,3.1,6.0,,2647
Business,2.99,8.0,,1082
Business,3.27,6.0,,3892
STEM,3.19,6.0,,4679
Humanities,3.01,5.0,,3606
Humanities,3.34,6.0,Admit,3159
Humanities,3.24,4.0,,4160
Business,3.32,7.0,Admit,2297
Humanities,3.36,7.0,,5926
Humanities,3.36,5.0,,2921
Business,2.99,5.0,,3308
STEM,3.29,6.0,Waitlist,751
Business,3.33,4.0,Admit,1895
STEM,3.31,6.0,,1409
STEM,2.91,6.0,,2608
STEM,3.38,5.0,Admit,1741
STEM,3.17,7.0,,963
Business,3.21,6.0,,1428
STEM,3.13,4.0,,2263
Business,3.37,6.0,Admit,6104
STEM,3.0,5.0,,3719
STEM,3.19,3.0,,3268
Humanities,3.02,6.0,,6062
Humanities,3.13,5.0,,62
Business,3.18,5.0,,777
Business,3.43,4.0,,675
Business,3.3,5.0,,5092
STEM,3.47,6.0,,1319
STEM,3.39,3.0,,1623
STEM,3.08,5.0,,772
STEM,3.37,5.0,,1644
Humanities,3.25,6.0,,1496
STEM,3.25,5.0,Admit,1268
Humanities,3.07,6.0,,1126
Business,3.17,5.0,,4005
Business,3.13,4.0,,4222
Humanities,3.2,6.0,,5979
Humanities,3.13,3.0,,2656
Business,2.99,5.0,,1929
Business,3.12,5.0,,1376
Humanities,3.38,6.0,,1538
Humanities,3.39,7.0,Admit,4885
STEM,3.47,3.0,Admit,1170
Business,3.55,6.0,,4367
Business,3.46,5.0,,3349
STEM,3.1,3.0,,1982
STEM,3.02,4.0,,1534
Humanities,3.58,5.0,,6096
Humanities,3.29,4.0,,636
Humanities,3.39,5.0,,6048
Humanities,3.28,3.0,,256
Business,3.5,6.0,,2447
Business,3.41,4.0,Admit,2054
Business,3.31,4.0,,66
Humanities,3.42,7.0,Admit,6110
STEM,3.27,5.0,,3081
Humanities,3.27,5.0,,3220
Humanities,3.17,7.0,,2316
Humanities,3.31,4.0,,3460
Business,3.04,5.0,,3535
Humanities,3.3,5.0,,3304
Humanities,3.19,6.0,,4057
STEM,3.04,5.0,,3412
Humanities,3.14,4.0,,3723
STEM,3.32,6.0,Admit,5664
STEM,3.2,6.0,,4017
STEM,3.14,6.0,,2606
Humanities,3.06,7.0,,1430
STEM,3.21,6.0,,1485
Humanities,3.26,5.0,,4750
Humanities,3.23,6.0,,865
Business,3.21,6.0,,3534
STEM,3.19,7.0,,2331
Humanities,3.33,3.0,Admit,1608
Humanities,3.43,7.0,,3407
Humanities,3.25,6.0,,2828
STEM,3.29,5.0,,3706
Humanities,3.25,5.0,,1102
Humanities,3.25,4.0,,6124
Humanities,3.21,5.0,,1776
Humanities,3.01,6.0,,3702
STEM,3.07,8.0,,1100
STEM,3.26,6.0,,769
Humanities,3.3,5.0,,396
STEM,3.37,5.0,Admit,356
Humanities,3.38,4.0,,2848
Business,3.33,5.0,Waitlist,2252
Humanities,3.51,6.0,Admit,1029
Business,3.18,5.0,,5265
Humanities,2.96,6.0,,1851
Humanities,3.26,5.0,,3316
Business,3.29,5.0,Admit,412
Business,3.33,5.0,,452
Humanities,3.12,5.0,,4491
STEM,3.09,6.0,,1341
STEM,3.24,5.0,Admit,3409
STEM,3.15,6.0,,4363
Business,3.25,5.0,,621
STEM,3.17,4.0,,3757
Business,3.43,3.0,,179
Business,3.44,5.0,,3537
STEM,3.37,5.0,,3853
Humanities,3.3,9.0,,165
Business,3.28,5.0,Admit,4696
STEM,3.33,6.0,Admit,968
STEM,2.72,6.0,,2346
STEM,3.34,5.0,Admit,73
Business,3.5,7.0,,5903
Humanities,3.66,7.0,,5883
Humanities,3.14,3.0,,2788
Business,3.13,5.0,,1713
Humanities,3.52,7.0,,5742
STEM,3.21,6.0,,4952
Business,3.16,6.0,,2419
Humanities,3.48,5.0,Admit,195
STEM,2.95,6.0,,3085
Business,3.41,5.0,Admit,5591
STEM,3.5,3.0,,2382
STEM,3.43,5.0,Admit,5654
Humanities,3.45,7.0,,1236
STEM,3.18,4.0,,1006
Humanities,3.34,4.0,Admit,308
Humanities,3.4,6.0,,938
STEM,3.25,6.0,,713
Business,3.41,5.0,Admit,5315
Humanities,3.36,6.0,,2145
STEM,3.27,3.0,,3431
STEM,3.5,3.0,,1637
Humanities,3.3,7.0,,5896
Humanities,3.21,7.0,,134
STEM,3.09,6.0,,5745
Business,3.0,6.0,,5681
Humanities,3.23,6.0,,4079
STEM,3.41,5.0,,5184
STEM,3.2,5.0,Admit,485
Business,3.28,7.0,,5032
Humanities,3.45,5.0,Admit,1463
Business,3.76,3.0,,4001
Humanities,3.38,4.0,,1655
Business,3.21,5.0,,2806
Business,3.28,5.0,,3261
Humanities,3.33,5.0,,3218
STEM,3.48,5.0,,4557
Business,3.31,4.0,,1860
Humanities,3.18,5.0,,3641
Humanities,3.11,3.0,,1949
STEM,3.24,5.0,,4817
STEM,2.97,6.0,,4168
STEM,3.39,6.0,,371
Business,3.31,4.0,,4300
Humanities,3.27,5.0,Admit,4510
Business,3.31,4.0,,4454
Business,3.38,5.0,,1810
Business,3.06,5.0,Admit,406
Humanities,3.28,5.0,,1680
Humanities,3.02,6.0,,3843
Business,3.33,4.0,,4686
Humanities,3.2,6.0,,5632
STEM,3.35,4.0,,1226
STEM,3.43,5.0,,5412
STEM,3.56,4.0,,911
Humanities,3.4,4.0,,1502
Humanities,2.93,7.0,,5165
Humanities,3.25,4.0,,1411
Business,3.5,3.0,Admit,3620
STEM,3.17,5.0,,407
Business,3.14,5.0,,3726
STEM,3.36,5.0,,64
STEM,3.35,5.0,,5404
Humanities,3.36,6.0,,684
STEM,3.09,5.0,,4450
Business,3.16,5.0,,4532
Humanities,3.26,5.0,,5833
STEM,3.38,8.0,,2713
STEM,3.26,7.0,,2222
Business,3.12,6.0,,3768
STEM,3.15,6.0,,1891
Humanities,3.1,5.0,,5895
STEM,3.26,5.0,,3823
Business,3.45,4.0,,4899
Business,3.12,4.0,,1501
Business,3.1,5.0,,959
Business,3.34,5.0,Admit,2827
Humanities,3.18,6.0,,4563
Business,3.29,5.0,,3587
STEM,3.37,6.0,,4355
STEM,3.41,5.0,,2805
Business,3.08,6.0,,1872
Business,3.06,5.0,,1080
STEM,3.17,7.0,,1634
STEM,3.33,5.0,Admit,2281
Humanities,3.2,4.0,,2138
Business,3.65,5.0,Admit,1292
STEM,3.18,3.0,,4821
STEM,3.31,4.0,,274
Business,3.18,5.0,,5791
Business,3.29,5.0,,2845
Humanities,3.41,5.0,,1725
Humanities,3.36,7.0,,2588
STEM,3.32,5.0,Admit,5827
STEM,3.18,5.0,,2997
Business,3.54,4.0,,3857
Business,3.22,5.0,,4864
Business,3.35,5.0,,3628
Business,3.55,6.0,Admit,3000
Humanities,3.42,5.0,,3113
STEM,3.14,5.0,,5017
Business,3.43,6.0,,2237
STEM,3.11,6.0,,4555
STEM,3.37,4.0,Admit,3015
STEM,3.15,5.0,,1242
Humanities,3.11,5.0,,5793
STEM,3.29,6.0,Admit,2543
Humanities,3.43,5.0,Admit,2636
Business,3.47,6.0,,390
Business,3.27,5.0,,1809
Humanities,3.34,4.0,,429
Humanities,3.34,5.0,,2080
Business,3.12,5.0,,2951
Humanities,3.21,6.0,Waitlist,2662
STEM,3.16,6.0,,3040
Humanities,3.19,6.0,,2321
Humanities,3.3,6.0,Admit,39
STEM,3.15,6.0,,1978
Business,3.11,5.0,,5113
Business,3.13,5.0,Admit,531
STEM,3.52,4.0,,1059
Humanities,3.07,6.0,,3654
Humanities,3.11,5.0,,5071
Business,3.4,4.0,,227
STEM,3.35,4.0,,5985
Business,3.12,5.0,,2463
Humanities,3.17,4.0,,5877
Humanities,3.09,5.0,,4331
Business,3.1,5.0,,3720
Humanities,3.3,5.0,,2499
Humanities,3.16,4.0,,1701
Humanities,3.38,4.0,Admit,5397
Humanities,3.45,6.0,Admit,207
Business,3.35,5.0,Admit,75
STEM,3.28,7.0,Admit,2085
Humanities,3.27,6.0,,2460
Humanities,3.31,4.0,,1072
Business,3.53,4.0,Waitlist,3592
Humanities,3.38,4.0,,397
Business,3.1,6.0,Waitlist,476
STEM,3.26,6.0,,5913
Humanities,2.87,5.0,,2816
Business,3.47,4.0,Admit,512
Business,3.32,5.0,Admit,1158
STEM,3.47,5.0,Waitlist,4386
Business,3.1,4.0,,4453
